tenure_years,performance_score,behavior_avg,perf_beh_ratio,combined_score,score_difference,high_performer,gender_encoded,marital_status_encoded,is_permanent_encoded,tenure_category_encoded,performance_level_encoded,behavioral_level_encoded,performance_rating_encoded
1.213248184786228,2.316786514671543,0.893675547037607,1.6338852162797721,2.3392931153688834,1.8658244308838288,2.4178820993079553,0.0375029300308683,-0.5888839980656679,0.13093073414159573,0.8961055921732305,-1.2422159329793343,-1.3014191295019901,0.5260094468122655
-0.7103493825669006,0.21658999478396593,-0.44684888828839925,0.35564101829553096,0.013563584526396057,0.4066693583146616,-0.4135850959342555,0.0375029300308683,-0.5888839980656679,0.13093073414159573,-0.29424362728076214,1.0791954693337524,0.966905032567574,-1.6641585422540095
-0.16075007760886387,-0.0007031512570222773,1.0851790377984674,-0.39220659710729605,0.4190874543491162,-0.475840120176995,-0.4135850959342555,0.0375029300308683,1.3169587593104939,0.13093073414159573,-0.29424362728076214,1.0791954693337524,-1.3014191295019901,0.5260094468122655
0.3888492273491729,2.316786514671543,-1.7750623849226372,3.351233369783808,1.3071598409066703,3.034354534407362,-0.4135850959342555,0.0375029300308683,-0.5888839980656679,0.13093073414159573,0.8961055921732305,-1.2422159329793343,-0.1672570484672081,-0.569074547720872
-0.7103493825669006,0.5499069502851112,0.031909838613743496,0.4670273882823315,0.4855525857645545,0.5217745555957191,-0.4135850959342555,0.0375029300308683,-0.5888839980656679,0.13093073414159573,-0.29424362728076214,-1.2422159329793343,0.966905032567574,0.5260094468122655
0.1140495748701545,0.2512578471437814,-0.1978943502992847,0.2844965767778726,0.13967937713200515,0.3314375864799215,-0.4135850959342555,0.0375029300308683,1.3169587593104939,0.13093073414159573,0.8961055921732305,1.0791954693337524,0.966905032567574,-0.569074547720872
-0.8477492088064098,0.6175092623867521,0.9894272924180338,0.15739313894097975,0.9140458816104403,0.16837873136063525,2.4178820993079553,0.0375029300308683,-0.5888839980656679,0.13093073414159573,-1.4845928467347547,-1.2422159329793343,-1.3014191295019901,0.5260094468122655
0.526249053588682,0.2671472794753636,-0.39897301559818416,0.38379013347206403,0.0755856221630357,0.4349618991644367,-0.4135850959342555,0.0375029300308683,1.3169587593104939,0.13093073414159573,0.8961055921732305,1.0791954693337524,0.966905032567574,0.5260094468122655
-0.5729495563273914,0.19311696974867407,0.8457996743473902,-0.15263409173268633,0.4932956292941397,-0.1821966343980257,-0.4135850959342555,0.0375029300308683,-0.5888839980656679,0.13093073414159573,-0.29424362728076214,1.0791954693337524,-1.3014191295019901,0.5260094468122655
-0.8477492088064098,0.9066969308215483,0.6782341199316415,0.5213623231570496,1.042546738794896,0.5863783004273044,2.4178820993079553,0.0375029300308683,1.3169587593104939,0.13093073414159573,-1.4845928467347547,-1.2422159329793343,-1.3014191295019901,-0.569074547720872
